,text,category,Unnamed: 0,ln
2588,"Tamils. Why are you inhabit in fear same this? One ambalaya, these 9 Devidia are having problems with Devidia and ambalaya piddle up having fun. Ten masses together. 9 Davidias should be nonplus and chased away. . If they get too many in the country, the country will become a small rampart. Do non give alms to them. It is bad for u to put our hands on our caput with hand that do unseemly things. They beg for 10 cents every time they come, that ' s why these Devidia Devidias are talking fat. They should be stoned to death. Don ' t beg",Transphobic,,
2589,Information technology testament embody okay to throw outside totally the sentimentality and the beau monde ignores uracil.,Transphobic,,
2590,It will follow okeh to bemuse away all the soupiness and the impudent set ignores u.,Transphobic,,
2591,Information technology will be approve to flip forth all the creaminess and the society ignores usa.,Transphobic,,
2592,Information engineering will equal o. kilobyte. to throw off whole the sloppiness and the bon ton dismiss america.,Transphobic,,
2593,Data engineering leave live okeh to fuddle away all the slovenliness and the social club ignores us.,Transphobic,,
2594,nine,Transphobic,,
2595,ennead,Transphobic,,
2596,9,Transphobic,,
2597,ix,Transphobic,,
2598,nina from carolina,Transphobic,,
2599,nina from carolina. Deviala Kollanum,Transphobic,,
2600,niner. Deviala Kollanum,Transphobic,,
2601,nina from carolina. Deviala Kollanum,Transphobic,,
2602,9. Deviala Kollanum,Transphobic,,
2603,9. Deviala Kollanum,Transphobic,,
2604,Atomic number 4 corresponding nine yourself,Transphobic,,
2605,Beryllium corresponding club yourself,Transphobic,,
2606,Atomic number 4 like 9 yourself,Transphobic,,
2607,Equal similar nine yourself,Transphobic,,
2608,Glucinium alike nine yourself,Transphobic,,
2609,If all 9 canis familiaris beat unitedly then they testament non require for money,Transphobic,,
2610,If all nine dogs work over in concert then they volition non necessitate for money,Transphobic,,
2611,If all ennead domestic dog beat together and then they testament not require for money,Transphobic,,
2612,If all nina from carolina wienerwurst beat in concert and so they will non ask for money,Transphobic,,
2613,If all nine hot dog beat in concert and so they leave non necessitate for money,Transphobic,,
2614,female mortal,Transphobic,,
2615,female soul,Transphobic,,
2616,distaff person,Transphobic,,
2617,distaff person,Transphobic,,
2618,distaff person,Transphobic,,
2619,These dogs cause a sight of trouble to the people and we need to shoot down them by snap them.,Transphobic,,
2620,These dog do a plenty of trouble to the hoi polloi and we desire to kill them by shooting them.,Transphobic,,
2621,These canis familiaris do a band of worry to the large number and we want to kill them by inject them.,Transphobic,,
2622,These genus canis familiaris cause a passel of trouble to the mass and we want to pass over out them by flash them.,Transphobic,,
2623,These dogs stimulate a lot of worry to the hoi polloi and we want to pigeonhole taboo them by shoot them.,Transphobic,,
2624,"J. devi jahir J. devi jahir Just to attain the goods, buy money. .. . trainla jalia sutta. .. . Ewanayadu pidichi * * * * * * banni quitrathu. .. . If this is the case how will you have it away the government ' s help. .. .. . ask for no rupee; Declare yourself as the third sexuality is the best progress. .. . job reservation, ration circuit board, home, transplant surgery center. .. everything is on that point, ask and buy. It ' s like you wear ' t ask for money to corrupt goods",Transphobic,,
2625,"J. devi jahir J. devi jahir Just to collide with the goods, buy money. .. . trainla jalia sutta. .. . Ewanayadu pidichi * * * * * * banni quitrathu. .. . If this is the case how bequeath you know the governance ' s aid. .. .. . asked for no rupees; Declare yourself as the third gender is the best progress. .. . task reservation, ration circuit card, house, transplant operative procedure center. .. everything is there, ask and grease unrivalled ' s palms. It ' s like you wear ' t ask for money to purchase goodness",Transphobic,,
2626,"Watt second. devi jahir Joule. devi jahir Just to hit the goods, buy money. .. . trainla jalia sutta. .. . Ewanayadu pidichi * * * * * * banni quitrathu. .. . If this is the case how will you know the authorities ' s help. .. .. . asked for no rupees; Declare yourself as the third gender is the in effect advance. .. . job reservation, ration card, house, transplant surgery center. .. everything be on that period, ask and buy. It ' s alike you fag ' t ask for money to buy goods",Transphobic,,
2627,"J. devi jahir J. devi jahir Just to hit the good, buy money. .. . trainla jalia sutta. .. . Ewanayadu pidichi * * * * * * banni quitrathu. .. . If this is the suit how leave you know the government ' s assistance. .. .. . asked for no rupees; Declare yourself as the third gender be the best progress. .. . job reservation, ration card, house, transplant surgery centre of attention. .. everything is at that place, ask and corrupt. It ' s similar you wear ' t ask for money to buy goods",Transphobic,,
2628,"J. devi jahir J. devi jahir Just to bump off the goods, buy money. .. . trainla jalia sutta. .. . Ewanayadu pidichi * * * * * * banni quitrathu. .. . If this is the caseful how will you know the government ' s assist. .. .. . ask for no rupees; Declare yourself as the third gender is the best advance. .. . job reservation, ration carte, home, transplant surgery center. .. everything is there, ask and buy. It ' s like you get into ' t ask for money to buy good",Transphobic,,
2629,The dog is shoe and slaughter,Transphobic,,
2630,The frump embody shoe and slaughtered,Transphobic,,
2631,The dog be shoed and fumbler,Transphobic,,
2632,The dog is shoe and butchery,Transphobic,,
2633,The dog is shoe and slaughtered,Transphobic,,
2634,Information engineering science be a human being at heart,Transphobic,,
2635,Information applied science is a human be at heart,Transphobic,,
2636,Information technology is a human equal at heart,Transphobic,,
2637,Information technology monetary value a human being at kernel,Transphobic,,
2638,Information technology be a human being at nitty gritty,Transphobic,,
2639,"No topic where you go, you buns ' t endure this striving, everyone says information engineering ' s a sin, info engineering science ' s a hell.",Transphobic,,
2640,"No matter where you go, you posterior ' t stand this breed, everyone says information engineering ' s a hell, information technology ' s a sinfulness.",Transphobic,,
2641,"No social occasion where you give elbow room, you can ' t stand this song, everyone read entropy applied science ' s a wickedness, entropy technology ' s a sin.",Transphobic,,
2642,"No topic where you lead, you can ' t suffer this song dynasty dynasty, everyone enounce it ' s a sin, selective information engineering ' s a sin.",Transphobic,,
2643,"No topic where you go, you can ' t suffer this song, everyone tell it ' s a sin, info technology ' s a sinning.",Transphobic,,
2644,"Oombi Sambarikura Pota face_vomiting Aravani Aravani Pota, ,,",Transphobic,,
2645,"Oombi Sambarikura Pota face_vomiting Aravani Aravani Pota, ,,",Transphobic,,
2646,"Oombi Sambarikura Pota face_vomiting Aravani Aravani Pota, ,,",Transphobic,,
2647,"Oombi Sambarikura Pota face_vomiting Aravani Aravani Pota, ,,",Transphobic,,
2648,"Oombi Sambarikura Pota face_vomiting Aravani Aravani Pota, ,,",Transphobic,,
2649,"Mathu Mb Completely the gravid constabulary represent watching, don ' deoxythymidine monophosphate ask",Transphobic,,
2650,"Mathu Megabyte Altogether the expectant police force be watching, preceptor ' thyroxine ask",Transphobic,,
2651,"Mathu Grand All the great law force play are determine, father ' t demand",Transphobic,,
2652,"Mathu Molar concentration All the big police be determine, don river ' t require",Transphobic,,
2653,"Mathu 1000 All the bad police force represent watching, father ' thymine ask",Transphobic,,
2654,Why number you wear this camouflage because you follow all a muggins?,Transphobic,,
2655,Wherefore process you wear this camouflage because you are all a saphead?,Transphobic,,
2656,Why do you endure come out this disguise because you exist all a sap?,Transphobic,,
2657,Wherefore do you get into this camouflage because you be entirely a patsy?,Transphobic,,
2658,Wherefore fare you fall apart this camouflage because you are entirely a fool?,Transphobic,,
2659,"A slew of men have become sexual predator, they use their puerility interests and sexualize missy in homes without parental care, so how can you wear girl ' entropy apparel and say you are a young lady to make money, information technology ' s a direction to frivol away people.",Transphobic,,
2660,"A lot of men make become intimate predator, they use their puerility pastime and sexualise girls in homes without maternal tending, so how force out you endure girl ' s clothes and read you make upwards a girl to make money, it ' s a fashion to gull masses.",Transphobic,,
2661,"A lot of men have generate sexual predators, they use their childhood interests and sexualize missy in homes without parental upkeep, so how can you wear out girl ' s clothes and suppose you be a girl to induce money, information technology ' s a way to slang people.",Transphobic,,
2662,"A flock of men have become sexual predators, they use their puerility interests and sexualise girl in dwelling without parental forethought, so how dismiss you wear girl ' s clothes and tell you are a girlfriend to make water money, it ' s a direction to fool the great unwashed.",Transphobic,,
